Employee ID,Date,Total Sales Amount,Total Units Sold,Region
E034,2023-04-24,6276.58,801,East
E035,2023-02-21,6662.5,236,East
E036,2023-08-24,4133.24,794,West
E037,2023-06-05,5127.81,314,North
E038,2023-01-31,4856.69,562,West
E039,2023-03-15,6394.7,654,North
E040,2023-06-13,6574.36,145,North
E041,2023-12-30,9186.34,162,South
E042,2023-01-28,6252.06,375,South
E043,2023-05-11,6872.25,136,East
E044,2023-01-14,7609.17,287,East
E045,2023-05-11,9959.42,365,East
E046,2023-01-31,4461.44,599,South
E047,2023-05-18,9483.89,493,East
E048,2023-07-15,8265.9,377,East
E049,2023-11-25,3820.22,189,East
E050,2023-05-23,2848.12,472,North
E051,2023-05-15,5002.61,418,East
E052,2023-09-18,5266.77,606,East
E053,2023-12-15,4754.51,404,North
E054,2023-04-06,9716.22,363,West
E055,2023-08-24,4774.48,908,East
E056,2023-05-09,5353.04,294,North
E057,2023-05-22,8415.01,341,North
E058,2023-02-08,3288.52,153,North
E059,2023-02-09,1989.9,517,North
E060,2023-10-31,4322.56,739,North
E061,2023-10-05,3435.57,689,East
E062,2023-04-04,7871.75,172,East
E063,2023-06-19,6746.9,103,South
E064,2023-09-18,2630.76,317,South
E065,2023-08-10,5893.89,228,East
E066,2023-03-14,2033.66,513,South
E067,2023-02-12,4301.01,487,South
E068,2023-05-09,1588.73,545,North
E069,2023-12-09,5027.17,722,West
E070,2023-06-18,8995.19,658,North
E071,2023-08-04,2179.54,819,South
E072,2023-05-25,9400.56,793,West
E073,2023-11-07,4872.01,314,West
E074,2023-12-22,3701.1,124,West
E075,2023-05-19,2438.46,297,South
E076,2023-05-25,1027.41,619,West
E077,2023-09-24,4873.1,329,West
E078,2023-06-15,5295.07,838,West
E079,2023-01-05,9437.88,851,South
E080,2023-08-09,7374.43,335,North
E081,2023-11-05,1496.87,574,West
E082,2023-12-15,1209.11,667,East
E083,2023-05-17,4952.59,973,North
E084,2023-08-26,2345.05,429,North
E085,2023-09-18,9550.36,659,West
E086,2023-06-13,6340.69,226,North
E087,2023-03-12,4035.9,605,South
E088,2023-10-05,7897.15,102,East
E089,2023-02-13,7497.7,890,North
E090,2023-08-12,3000.68,720,West
E091,2023-10-22,7389.42,855,East
E092,2023-02-20,7417.21,126,West
E093,2023-05-25,7659.08,996,West
E094,2023-01-05,8929.2,957,West
E095,2023-03-09,7422.27,751,West
E096,2023-06-27,9224.39,947,South
E097,2023-01-11,4640.87,374,North
E098,2023-06-27,4434.58,558,East
E099,2023-02-06,4018.12,419,North
E100,2023-12-14,1929.07,720,East
E001,2023-10-24,5082.67,191,East
E002,2023-03-14,3362.11,390,South
E003,2023-01-11,9746.81,825,North
E004,2023-09-22,9460.53,307,North
E005,2023-02-23,1313.44,107,North
E006,2023-11-07,9392.32,890,North
E007,2023-04-21,6136.75,927,South
E008,2023-02-13,5230.33,652,East
E009,2023-10-15,6666.61,556,West
E010,2023-02-22,2602.56,755,North
E011,2023-12-23,5266.24,488,West
E012,2023-05-27,5060.4,876,North
E013,2023-10-07,9928.23,645,South
E014,2023-02-16,7500.54,226,North
E015,2023-04-16,3243.42,685,North
E016,2023-03-24,7003.42,689,South
E017,2023-05-21,3323.29,749,South
E018,2023-08-16,5204.45,853,West
E019,2023-02-24,3933.67,756,North
E020,2023-07-29,8103.66,583,West
E021,2023-08-22,8089.75,985,North
E022,2023-02-14,5160.06,386,East
E023,2023-11-16,7255.3,160,South
E024,2023-01-24,3507.34,174,East
E025,2023-08-12,8261.94,179,South
E026,2023-07-13,8630.1,455,East
E027,2023-02-04,7073.57,343,South
E028,2023-05-20,3381.53,467,East
E029,2023-01-06,7345.45,423,North
E030,2023-12-29,1997.27,848,West
E031,2023-02-12,6657.28,386,South
E032,2023-04-19,3983.32,104,South
E033,2023-06-24,9749.44,957,North
E034,2023-09-16,1085.6,560,East
E035,2023-04-24,2169.23,785,West
E036,2023-03-28,7632.23,222,South
E037,2023-08-17,5352.7,460,North
E038,2023-03-04,5944.86,422,South
E039,2023-09-01,1619.26,378,North
E040,2023-01-02,9613.94,805,South
E041,2023-03-11,2110.2,586,South
E042,2023-05-24,2583.75,805,East
E043,2023-12-17,9292.45,169,West
E044,2023-02-19,5541.4,793,South
E045,2023-04-05,6295.89,381,East
E046,2023-11-02,3560.15,141,North
E047,2023-09-28,1108.0,670,East
E048,2023-11-21,1180.03,708,South
E049,2023-07-12,9944.39,359,West
E050,2023-11-15,3927.45,158,East
E051,2023-02-17,8389.56,428,East
E052,2023-06-13,5278.72,979,East
E053,2023-10-04,8252.14,661,North
E054,2023-10-02,3096.1,162,South
E055,2023-03-14,2689.76,770,North
E056,2023-05-26,9031.23,596,East
E057,2023-11-05,1123.23,663,North
E058,2023-03-28,6996.66,380,South
E059,2023-04-15,6591.9,833,North
E060,2023-01-31,7218.8,863,West
E061,2023-12-13,6578.73,831,West
E062,2023-12-29,3015.33,386,North
E063,2023-06-16,5634.48,346,East
E064,2023-08-29,8988.06,343,West
E065,2023-09-29,9312.76,477,West
E066,2023-05-09,6245.26,327,East
E067,2023-03-18,7733.43,500,East
E068,2023-02-07,1726.65,851,North
E069,2023-08-29,9869.25,380,South
E070,2023-10-27,3472.28,493,West
E071,2023-12-16,3482.02,438,West
E072,2023-04-27,5343.14,886,East
E073,2023-04-20,9284.04,238,West
E074,2023-05-01,4999.07,131,East
E075,2023-05-24,1341.28,271,West
E076,2023-07-06,3480.5,656,East
E077,2023-05-26,8446.74,806,East
E078,2023-01-16,6292.5,492,North
E079,2023-08-10,8437.26,746,South
E080,2023-09-14,4611.02,543,North
E081,2023-03-30,2064.8,733,East
E082,2023-09-15,6498.53,603,South
E083,2023-07-06,6219.01,206,South
E084,2023-07-03,1133.98,370,West
E085,2023-08-23,5140.0,293,North
E086,2023-01-23,5303.69,375,North
E087,2023-02-28,2429.87,936,West
E088,2023-03-16,1560.46,935,East
E089,2023-01-28,1050.94,856,West
E090,2023-01-24,4424.38,331,North
E091,2023-02-24,6945.41,114,East
E092,2023-08-17,8313.74,405,East
E093,2023-06-12,4844.59,487,North
E094,2023-11-15,1540.88,706,North
E095,2023-10-11,5264.84,419,West
E096,2023-09-29,9994.19,917,East
E097,2023-06-09,7597.78,488,West
E098,2023-05-01,6298.46,894,South
E099,2023-09-20,2678.28,911,North
E100,2023-04-23,9787.68,875,East
E001,2023-02-21,3023.01,413,North
E002,2023-09-15,3009.22,362,South
E003,2023-10-02,2788.51,368,West
E004,2023-06-13,1470.54,340,West
E005,2023-10-21,8335.5,683,North
E006,2023-08-04,4017.85,690,North
E007,2023-01-05,9853.66,381,South
E008,2023-12-01,6731.5,929,West
E009,2023-12-11,6855.08,741,West
E010,2023-09-28,9165.62,244,South
E011,2023-04-27,4532.32,658,East
E012,2023-12-14,7995.29,706,West
E013,2023-10-13,7707.72,345,North
E014,2023-12-31,9641.72,793,West
E015,2023-04-17,6867.08,674,East
E016,2023-01-24,4226.34,727,North
E017,2023-08-15,3892.29,149,North
E018,2023-03-17,6553.53,500,East
E019,2023-01-12,2888.28,834,North
E020,2023-12-28,8908.74,859,East
E021,2023-12-04,6609.38,916,East
E022,2023-11-13,8905.96,870,North
E023,2023-05-28,1496.0,903,West
E024,2023-09-17,8539.65,303,East
E025,2023-10-27,3347.99,555,East
E026,2023-10-17,1565.3,168,West
E027,2023-04-11,3559.86,603,South
E028,2023-04-22,4421.48,721,East
E029,2023-02-02,2299.55,723,East
E030,2023-02-06,2611.23,620,East
E031,2023-04-12,8426.56,563,South
E032,2023-10-17,2719.65,521,North
E033,2023-11-04,9495.03,281,North
E034,2023-12-22,6592.95,942,North
E035,2023-11-08,4043.67,297,North
E036,2023-01-13,8356.02,123,South
E037,2023-05-27,9155.45,460,West
E038,2023-01-14,3702.65,627,North
E039,2023-01-21,8132.86,977,East
E040,2023-05-02,1587.38,821,East
E041,2023-09-21,2356.7,440,East
E042,2023-07-08,3680.11,952,North
E043,2023-03-26,8794.38,152,East
E044,2023-06-18,2418.19,524,West
E045,2023-01-10,5060.5,203,South
E046,2023-03-07,8746.47,511,North
E047,2023-03-28,7721.46,219,West
E048,2023-09-11,5004.09,680,North
E049,2023-08-08,9969.43,702,South
E050,2023-05-14,2157.39,694,East
E051,2023-10-09,5355.78,450,North
E052,2023-02-20,4180.13,233,West
E053,2023-06-09,5693.04,557,North
E054,2023-02-25,8841.1,473,South
E055,2023-09-01,9042.6,317,North
E056,2023-03-23,3635.58,545,East
E057,2023-09-07,7291.08,812,North
E058,2023-04-25,1204.64,736,West
E059,2023-08-30,6305.94,357,South
E060,2023-09-23,3381.61,191,West
E061,2023-11-15,8583.11,361,North
E062,2023-04-28,2876.15,223,West
E063,2023-03-02,2710.34,408,East
E064,2023-12-09,1229.76,202,East
E065,2023-09-10,9009.22,398,North
E066,2023-11-16,5985.23,849,East
E067,2023-06-01,8439.29,452,North
E068,2023-02-25,2443.61,504,West
E069,2023-03-06,2649.34,826,East
E070,2023-11-14,6641.97,205,South
E071,2023-03-13,4882.14,876,South
E072,2023-05-08,4761.84,355,East
E073,2023-12-18,5625.21,859,East
E074,2023-09-19,7079.63,551,West
E075,2023-04-30,8787.45,101,South
E076,2023-06-18,4579.78,204,North
E077,2023-01-03,3486.74,372,North
E078,2023-10-02,5559.27,621,North
E079,2023-04-23,7922.52,934,North
E080,2023-03-07,8908.01,865,South
E081,2023-03-17,5776.35,920,East
E082,2023-12-21,8845.08,389,North
E083,2023-04-21,7036.6,458,East
E084,2023-09-12,4501.22,162,West
E085,2023-12-16,6926.65,141,West
E086,2023-04-21,8079.43,858,West
E087,2023-03-05,3855.08,968,West
E088,2023-11-08,1123.34,155,East
E089,2023-07-04,7480.36,872,South
E090,2023-06-26,7533.89,511,South
E091,2023-03-16,8068.85,195,West
E092,2023-02-20,1278.28,348,South
E093,2023-10-04,3307.36,118,South
E094,2023-01-18,5760.23,468,West
E095,2023-12-04,5158.99,125,East
E096,2023-01-27,3714.63,603,South
E097,2023-04-15,7133.84,940,North
E098,2023-08-04,6256.94,213,West
E099,2023-05-10,8096.4,820,South
E100,2023-02-17,9632.81,896,West
E001,2023-09-01,4293.63,682,West
E002,2023-11-16,1068.04,295,South
E003,2023-02-25,6426.32,889,South
E004,2023-09-18,8052.78,139,West
E005,2023-12-10,8203.72,454,West
E006,2023-07-05,5426.71,582,East
E007,2023-02-03,6962.45,320,West
E008,2023-01-29,7660.71,281,East
E009,2023-04-27,4814.68,391,West
E010,2023-12-05,2256.77,707,East
E011,2023-07-23,2886.52,397,East
E012,2023-08-19,4500.53,907,East
E013,2023-11-03,2088.65,341,West
E014,2023-09-10,8825.09,233,East
E015,2023-03-24,3549.63,773,South
E016,2023-12-14,9932.71,477,West
E017,2023-09-02,8279.76,656,North
E018,2023-09-24,4605.62,982,East
E019,2023-09-21,8087.21,366,East
E020,2023-09-09,9296.32,482,West
E021,2023-06-08,9290.26,855,East
E022,2023-03-18,5155.58,739,North
E023,2023-04-05,7702.03,134,South
E024,2023-08-05,7889.51,869,West
E025,2023-07-31,5270.2,727,South
E026,2023-06-26,8625.26,760,North
E027,2023-09-18,9599.13,858,South
E028,2023-11-13,2382.09,796,North
E029,2023-02-08,2448.65,146,South
E030,2023-10-10,8291.76,271,West
E031,2023-06-02,6117.88,486,South
E032,2023-06-30,6847.33,626,North
E033,2023-02-20,6244.98,523,West
E034,2023-05-18,8900.95,345,West
E035,2023-02-09,1490.12,373,South
E036,2023-05-30,7130.17,605,South
E037,2023-07-07,1761.55,343,East
E038,2023-01-05,4073.75,870,West
E039,2023-11-12,5505.13,924,North
E040,2023-10-14,1583.04,743,West
E041,2023-07-03,6798.32,886,North
E042,2023-02-25,7205.72,185,North
E043,2023-01-16,7538.06,104,West
E044,2023-01-05,8380.28,959,South
E045,2023-10-25,5958.09,378,North
E046,2023-01-04,6924.69,599,East
E047,2023-05-25,4231.52,540,West
E048,2023-10-09,5894.66,655,North
E049,2023-08-22,6796.23,630,North
E050,2023-12-11,9604.13,730,West
E051,2023-03-04,3388.57,333,South
E052,2023-04-15,5218.82,872,South
E053,2023-08-21,1550.32,606,East
E054,2023-02-23,6472.78,431,West
E055,2023-07-10,3068.19,487,West
E056,2023-01-11,9415.11,511,South
E057,2023-03-05,9335.87,505,South
E058,2023-07-28,6014.08,726,West
E059,2023-01-25,8113.15,743,West
E060,2023-05-14,2583.06,529,West
E061,2023-02-13,1818.75,939,South
E062,2023-04-06,8237.0,703,East
E063,2023-09-26,2834.82,172,East
E064,2023-05-02,2040.69,186,West
E065,2023-01-17,2075.55,433,East
E066,2023-01-16,1877.62,581,West
E067,2023-10-09,2243.59,637,West
E068,2023-11-30,6261.67,422,South
E069,2023-10-18,6848.18,356,North
E070,2023-09-11,1061.58,598,South
E071,2023-02-13,1247.31,656,West
E072,2023-12-24,4726.08,896,West
E073,2023-12-21,8591.97,780,South
E074,2023-04-06,5098.88,858,East
E075,2023-07-18,6283.72,464,West
E076,2023-05-11,4707.81,212,North
E077,2023-12-03,1355.37,157,North
E078,2023-02-21,2934.58,551,North
E079,2023-12-18,9615.68,264,North
E080,2023-05-09,5473.17,356,West
E081,2023-09-06,3094.63,224,East
E082,2023-05-26,6569.53,576,South
E083,2023-04-11,5711.96,375,East
E084,2023-05-13,1177.42,440,East
E085,2023-02-25,7410.88,881,East
E086,2023-05-28,8054.13,297,South
E087,2023-12-01,2474.14,188,East
E088,2023-11-15,6858.02,797,South
E089,2023-11-08,7245.08,445,North
E090,2023-01-25,1789.28,615,South
E091,2023-10-05,5473.81,466,South
E092,2023-03-05,3120.89,903,West
E093,2023-11-05,3923.04,207,South
E094,2023-05-28,5532.08,501,North
E095,2023-02-27,4969.29,935,West
E096,2023-08-24,7309.63,144,East
E097,2023-03-07,2612.4,665,North
E098,2023-11-10,5350.71,630,East
E099,2023-06-24,6576.79,870,East
E100,2023-10-18,2276.65,312,South
E001,2023-09-26,3083.4,939,South
E002,2023-01-01,3863.98,605,East
E003,2023-09-07,7757.81,271,South
E004,2023-04-18,5677.26,265,North
E005,2023-05-17,7480.9,453,South
E006,2023-10-25,3498.0,457,South
E007,2023-03-24,5234.8,625,South
E008,2023-11-19,3278.16,829,North
E009,2023-04-04,1937.27,217,East
E010,2023-03-30,2752.85,702,North
E011,2023-08-25,8554.32,457,South
E012,2023-10-27,9732.15,518,West
E013,2023-05-13,5658.12,491,South
E014,2023-11-14,3234.14,191,West
E015,2023-12-05,5149.75,906,North
E016,2023-09-03,1351.09,879,West
E017,2023-01-31,7354.32,383,South
E018,2023-12-01,5944.05,594,East
E019,2023-06-01,3196.3,159,East
E020,2023-04-25,7836.23,173,South
E021,2023-10-23,3268.72,363,West
E022,2023-02-16,8061.25,631,South
E023,2023-03-23,4915.32,116,South
E024,2023-08-17,8405.73,365,East
E025,2023-12-09,1723.03,897,East
E026,2023-10-26,2152.81,634,East
E027,2023-05-13,1636.09,542,North
E028,2023-08-18,6155.87,718,East
E029,2023-06-09,7713.8,785,North
E030,2023-01-27,4129.34,520,North
E031,2023-05-06,2417.54,710,North
E032,2023-12-05,5531.28,978,North
E033,2023-12-09,5493.09,672,East
E034,2023-10-22,1212.17,359,West
E035,2023-11-16,2079.06,257,North
E036,2023-06-27,5260.54,473,South
E037,2023-09-10,4741.44,556,South
E038,2023-12-20,3757.7,468,East
E039,2023-06-09,2380.13,628,East
E040,2023-02-06,5293.86,246,South
E041,2023-05-06,7692.85,288,South
E042,2023-02-03,6745.3,418,South
E043,2023-08-12,5226.36,382,West
E044,2023-03-30,9873.13,663,North
E045,2023-02-28,7296.41,298,South
E046,2023-02-17,1964.8,334,West
E047,2023-11-10,6415.89,851,North
E048,2023-04-25,9952.66,968,West
E049,2023-11-20,3366.41,781,East
E050,2023-04-28,6558.27,498,East
E051,2023-04-09,1721.45,990,North
E052,2023-08-16,4382.03,507,West
E053,2023-06-20,3520.96,882,East
E054,2023-11-02,7898.44,229,West
E055,2023-12-10,5446.31,603,South
E056,2023-07-14,9889.49,409,East
E057,2023-05-14,1347.86,847,South
E058,2023-08-11,9514.26,960,West
E059,2023-03-21,5405.89,382,South
E060,2023-04-02,5706.23,379,North
E061,2023-04-14,2397.58,664,West
E062,2023-05-27,5882.26,544,West
E063,2023-12-20,2247.36,762,South
E064,2023-02-11,2559.17,694,South
E065,2023-09-25,8863.27,767,West
E066,2023-07-09,3635.11,150,West
E067,2023-02-16,5818.88,442,West
E068,2023-01-15,6273.74,183,South
E069,2023-09-12,3884.03,307,South
E070,2023-01-25,2598.1,530,East
E071,2023-12-21,1319.82,568,East
E072,2023-07-19,9595.13,143,North
E073,2023-02-10,5409.02,742,East
E074,2023-05-15,2741.35,123,West
E075,2023-09-01,6626.31,186,North
E076,2023-06-14,4987.62,188,North
E077,2023-10-10,4983.52,630,South
E078,2023-06-22,5890.77,225,North
E079,2023-07-31,3895.0,236,East
E080,2023-05-14,9913.8,245,West
E081,2023-06-13,3760.49,736,South
E082,2023-11-02,1586.23,214,West
E083,2023-10-31,1739.89,429,East
E084,2023-01-11,5504.1,723,East
E085,2023-02-02,3292.8,914,East
E086,2023-12-17,6040.76,551,West
E087,2023-08-14,1398.39,567,South
E088,2023-02-17,9300.82,653,West
E089,2023-08-25,4383.19,778,West
E090,2023-06-14,5041.57,963,North
E091,2023-04-30,5511.46,853,North
E092,2023-08-19,2434.8,275,North
E093,2023-05-10,9324.67,624,East
E094,2023-11-22,6479.75,723,South
E095,2023-02-27,9718.3,851,South
E096,2023-03-21,9295.93,941,East
E097,2023-11-13,9066.63,429,North
E098,2023-02-08,4296.19,631,North
E099,2023-01-06,4086.26,648,East
E100,2023-09-17,9212.91,156,West
E001,2023-04-23,7732.96,553,North
E002,2023-07-12,7289.96,809,East
E003,2023-09-02,9977.56,161,East
E004,2023-07-20,3097.22,905,North
E005,2023-06-03,9767.19,325,West
E006,2023-02-08,4326.13,934,South
E007,2023-12-28,8257.17,375,West
E008,2023-12-20,6358.2,709,South
E009,2023-01-07,7163.87,467,East
E010,2023-07-28,7668.87,807,South
E011,2023-09-29,3945.75,964,West
E012,2023-01-28,3366.74,139,South
E013,2023-09-23,8382.22,181,North
E014,2023-07-21,8292.09,772,North
E015,2023-03-30,5779.28,189,West
E016,2023-01-16,1251.5,421,South
E017,2023-01-08,4413.87,454,North
E018,2023-10-01,5722.5,419,North
E019,2023-09-22,8784.35,842,East
E020,2023-04-15,3492.36,215,West
E021,2023-09-23,6083.64,209,East
E022,2023-07-23,6147.25,869,North
E023,2023-12-21,2101.23,928,East
E024,2023-06-09,7479.67,712,South
E025,2023-05-25,8517.91,681,South
E026,2023-08-26,3421.7,858,North
E027,2023-01-19,6745.6,457,South
E028,2023-04-03,1067.51,510,West
E029,2023-08-04,9423.5,912,East
E030,2023-09-26,1182.63,220,East
E031,2023-07-09,1170.64,246,South
E032,2023-06-01,7232.63,108,North
E033,2023-06-27,4568.79,373,East
E034,2023-11-13,3884.55,133,West
E035,2023-09-16,5134.88,122,North
E036,2023-09-02,8680.96,264,North
E037,2023-09-16,6129.86,618,East
E038,2024-01-01,9767.26,599,West
E039,2023-09-10,3754.25,552,North
E040,2023-03-12,9539.83,221,East
E041,2023-08-18,2974.99,568,West
E042,2023-05-04,4304.14,627,South
E043,2023-03-01,3183.43,121,North
E044,2023-07-09,4223.11,561,West
E045,2023-08-05,7681.21,335,East
E046,2023-06-07,6622.17,927,North
E047,2023-10-22,7436.08,636,North
E048,2023-08-29,7616.29,784,East
E049,2023-09-10,5349.88,138,North
E050,2023-01-29,1122.3,976,West
E051,2023-05-10,9608.86,118,North
E052,2023-01-04,9570.03,543,West
E053,2023-01-21,5056.59,586,West
E054,2023-10-24,7579.54,821,West
E055,2023-05-16,3331.12,348,East
E056,2023-02-05,2198.8,112,East
E057,2023-04-07,8474.6,419,West
E058,2023-08-20,2429.52,831,North
E059,2023-10-09,6563.21,811,South
E060,2023-10-13,1034.74,245,West
E061,2023-02-10,3155.68,263,East
E062,2023-07-21,5211.95,367,East
E063,2023-04-17,5051.77,680,North
E064,2023-12-23,6305.83,731,West
E065,2023-07-15,1935.05,396,South
E066,2023-05-24,6990.52,763,West
E067,2023-05-17,6842.27,736,West
E068,2023-02-12,6459.48,656,North
E069,2023-09-06,9425.03,644,East
E070,2023-03-28,3385.88,326,South
E071,2023-04-30,7426.54,915,North
E072,2023-07-28,2551.51,740,South
E073,2023-02-08,2707.49,425,South
E074,2023-12-31,5712.22,214,North
E075,2023-05-20,9439.02,380,West
E076,2023-03-16,4766.61,650,South
E077,2023-03-24,1241.6,645,West
E078,2023-10-24,4124.65,532,North
E079,2023-12-21,5566.15,148,South
E080,2023-04-30,3519.45,185,West
E081,2023-02-20,2410.6,798,East
E082,2023-02-15,3665.69,805,North
E083,2023-02-26,8137.51,812,North
E084,2023-10-18,2023.77,219,East
E085,2023-07-29,6203.61,727,North
E086,2023-10-21,8035.97,364,East
E087,2023-10-09,9417.24,609,West
E088,2023-12-29,1130.68,191,East
E089,2023-04-13,8850.87,785,South
E090,2023-02-26,9289.69,478,East
E091,2023-12-23,2169.64,345,West
E092,2023-10-21,4400.5,960,West
E093,2023-11-12,5128.13,297,North
E094,2023-07-13,2842.67,760,West
E095,2023-05-02,8084.45,925,South
E096,2023-10-27,4755.54,423,West
E097,2023-03-27,6658.2,159,North
E098,2023-06-30,6858.61,871,North
E099,2023-04-04,6405.54,133,East
E100,2023-09-28,6083.7,879,East
E001,2023-05-16,4149.76,278,South
E002,2023-07-11,7007.47,584,South
E003,2023-06-18,6700.05,468,North
E004,2023-02-17,6438.04,752,West
E005,2023-10-08,3479.87,392,South
E006,2023-12-27,8999.38,795,East
E007,2023-10-11,7410.37,561,East
